,GAMEID,TEAM,ELO,DATE,WHERE_PLAYED,SEASON,D_RTG,GAME_NO,OPP_SCORE,O_RTG,SCORE
11534,201802130MIN,MIN,1573.81860943363,2018-02-13,Home,2018,139.8,60.0,126.0,119.8,108.0
11535,201802130MIN,HOU,1697.9485409599004,2018-02-13,Away,2018,119.8,56.0,108.0,139.8,126.0
11536,201802130OKC,OKC,1568.9095392741144,2018-02-13,Home,2018,130.1,58.0,120.0,121.4,112.0
11537,201802130OKC,CLE,1526.1427157881901,2018-02-13,Away,2018,121.4,56.0,112.0,130.1,120.0
11538,201802130DAL,DAL,1436.2646333379726,2018-02-13,Home,2018,119.3,58.0,114.0,114.0,109.0
11539,201802130DAL,SAC,1341.5140925047447,2018-02-13,Away,2018,114.0,56.0,109.0,119.3,114.0
11540,201802130DEN,DEN,1534.6319394703708,2018-02-13,Home,2018,111.7,57.0,109.0,119.9,117.0
11541,201802130DEN,SAS,1559.3126247421108,2018-02-13,Away,2018,119.9,59.0,117.0,111.7,109.0
11542,201802140DET,DET,1451.7767543636594,2018-02-14,Home,2018,100.3,57.0,98.0,106.4,104.0
11543,201802140DET,ATL,1389.4379393909057,2018-02-14,Away,2018,106.4,59.0,104.0,100.3,98.0
11544,201802140ORL,ORL,1382.7052898730528,2018-02-14,Home,2018,103.6,57.0,104.0,101.6,102.0
11545,201802140ORL,CHA,1480.387555497182,2018-02-14,Away,2018,101.6,57.0,102.0,103.6,104.0
11546,201802140PHI,PHI,1557.1408680427803,2018-02-14,Home,2018,108.7,55.0,102.0,110.9,104.0
11547,201802140PHI,MIA,1503.768781115206,2018-02-14,Away,2018,110.9,58.0,104.0,108.7,102.0
11548,201802140BRK,BRK,1360.2935622134185,2018-02-14,Home,2018,113.9,59.0,108.0,108.7,103.0
11549,201802140BRK,IND,1535.597359185723,2018-02-14,Away,2018,108.7,58.0,103.0,113.9,108.0
11550,201802140NYK,NYK,1411.145497124844,2018-02-14,Home,2018,117.1,59.0,118.0,112.1,113.0
11551,201802140NYK,WAS,1545.2551128330535,2018-02-14,Away,2018,112.1,57.0,113.0,117.1,118.0
11552,201802140BOS,BOS,1560.7182923204775,2018-02-14,Home,2018,129.0,59.0,129.0,119.0,119.0
11553,201802140BOS,LAC,1557.4648408129015,2018-02-14,Away,2018,119.0,56.0,119.0,129.0,129.0
11554,201802140CHI,CHI,1421.4910667888946,2018-02-14,Home,2018,122.0,57.0,122.0,98.0,98.0
11555,201802140CHI,TOR,1681.5549483757582,2018-02-14,Away,2018,98.0,57.0,98.0,122.0,122.0
11556,201802140HOU,HOU,1710.525613186794,2018-02-14,Home,2018,93.6,57.0,91.0,102.9,100.0
11557,201802140HOU,SAC,1352.8681804228643,2018-02-14,Away,2018,102.9,57.0,100.0,93.6,91.0
11558,201802140MEM,MEM,1390.879227782383,2018-02-14,Home,2018,125.8,56.0,121.0,118.5,114.0
11559,201802140MEM,OKC,1556.0345635871436,2018-02-14,Away,2018,118.5,59.0,114.0,125.8,121.0
11560,201802140NOP,NOP,1518.4748085080455,2018-02-14,Home,2018,109.4,57.0,117.0,130.0,139.0
11561,201802140NOP,LAL,1459.0097402099384,2018-02-14,Away,2018,130.0,56.0,139.0,109.4,117.0
11562,201802140UTA,UTA,1614.8237263557778,2018-02-14,Home,2018,103.1,58.0,97.0,113.7,107.0
11563,201802140UTA,PHO,1304.6917831214766,2018-02-14,Away,2018,113.7,59.0,107.0,103.1,97.0
11564,201802140POR,POR,1532.1255203765415,2018-02-14,Home,2018,113.8,58.0,117.0,119.7,123.0
11565,201802140POR,GSW,1664.903003735657,2018-02-14,Away,2018,119.7,58.0,123.0,113.8,117.0
11566,201802150MIL,MIL,1540.35068896129,2018-02-15,Home,2018,130.5,57.0,134.0,119.8,123.0
11567,201802150MIL,DEN,1542.1216078424209,2018-02-15,Away,2018,119.8,58.0,123.0,130.5,134.0
11568,201802150MIN,MIN,1561.2415372067362,2018-02-15,Home,2018,108.6,61.0,111.0,116.4,119.0
11569,201802150MIN,LAL,1449.1526109174463,2018-02-15,Away,2018,116.4,57.0,119.0,108.6,111.0
11570,201802220CHO,CHA,1484.7959081292042,2018-02-22,Home,2018,101.5,58.0,96.0,117.4,111.0
11571,201802220CHO,BRK,1355.5738242424748,2018-02-22,Away,2018,117.4,60.0,111.0,101.5,96.0
11572,201802220ORL,ORL,1378.2969372410305,2018-02-22,Home,2018,121.7,58.0,120.0,114.6,113.0
11573,201802220ORL,NYK,1405.5565348579034,2018-02-22,Away,2018,114.6,60.0,113.0,121.7,120.0
11574,201802220CHI,CHI,1413.0008255056484,2018-02-22,Home,2018,116.5,58.0,116.0,115.5,115.0
11575,201802220CHI,PHI,1559.9416879235314,2018-02-22,Away,2018,115.5,56.0,115.0,116.5,116.0
11576,201802220CLE,CLE,1539.017691475161,2018-02-22,Home,2018,114.6,57.0,110.0,107.3,103.0
11577,201802220CLE,WAS,1550.8440750999941,2018-02-22,Away,2018,107.3,58.0,103.0,114.6,110.0
11578,201802220SAC,SAC,1351.810333906924,2018-02-22,Home,2018,115.7,58.0,110.0,112.5,107.0
11579,201802220SAC,OKC,1561.923591637677,2018-02-22,Away,2018,112.5,60.0,107.0,115.7,110.0
11580,201802220GSW,GSW,1655.2404801722373,2018-02-22,Home,2018,122.2,59.0,127.0,128.9,134.0
11581,201802220GSW,LAC,1570.6525926840486,2018-02-22,Away,2018,128.9,57.0,134.0,122.2,127.0
11582,201802230DET,DET,1456.069766088348,2018-02-23,Home,2018,119.1,58.0,110.0,106.2,98.0
11583,201802230DET,BOS,1547.5305404493304,2018-02-23,Away,2018,106.2,60.0,98.0,119.1,110.0
11584,201802230IND,IND,1540.3170971566667,2018-02-23,Home,2018,88.0,59.0,93.0,109.7,116.0
11585,201802230IND,ATL,1385.1449276662172,2018-02-23,Away,2018,109.7,60.0,116.0,88.0,93.0
11586,201802230WAS,WAS,1561.0676881023237,2018-02-23,Home,2018,131.8,59.0,122.0,113.4,105.0
11587,201802230WAS,CHA,1490.1322544286877,2018-02-23,Away,2018,113.4,59.0,105.0,131.8,122.0
11588,201802230TOR,TOR,1690.0451896590043,2018-02-23,Home,2018,115.7,58.0,122.0,112.9,119.0
11589,201802230TOR,MIL,1526.5618062825095,2018-02-23,Away,2018,112.9,58.0,119.0,115.7,122.0
11590,201802230HOU,HOU,1711.5834597027344,2018-02-23,Home,2018,112.1,58.0,102.0,131.9,120.0
11591,201802230HOU,MIN,1565.1740318557213,2018-02-23,Away,2018,131.9,62.0,120.0,112.1,102.0
11592,201802230MEM,MEM,1384.9901997318495,2018-02-23,Home,2018,106.3,57.0,112.0,84.5,89.0
11593,201802230MEM,CLE,1528.7940784728314,2018-02-23,Away,2018,84.5,58.0,89.0,106.3,112.0
11594,201802230NOP,NOP,1528.3319378005376,2018-02-23,Home,2018,104.6,58.0,123.0,105.4,124.0
11595,201802230NOP,MIA,1500.9679612344548,2018-02-23,Away,2018,105.4,59.0,124.0,104.6,123.0
11596,201802230DEN,DEN,1555.9104905212014,2018-02-23,Home,2018,124.4,59.0,119.0,127.6,122.0
11597,201802230DEN,SAS,1551.8229563700606,2018-02-23,Away,2018,127.6,60.0,122.0,124.4,119.0
11598,201802230PHO,PHO,1303.1968168531669,2018-02-23,Home,2018,118.9,60.0,128.0,108.6,117.0
11599,201802230PHO,LAC,1566.465311557564,2018-02-23,Away,2018,108.6,58.0,117.0,118.9,128.0
11600,201802230UTA,UTA,1616.3186926240876,2018-02-23,Home,2018,105.5,59.0,100.0,85.5,81.0
11601,201802230UTA,POR,1541.7880439399612,2018-02-23,Away,2018,85.5,59.0,81.0,105.5,100.0
11602,201802230LAL,LAL,1445.2201162684612,2018-02-23,Home,2018,100.0,58.0,102.0,121.6,124.0
11603,201802230LAL,DAL,1424.910545419853,2018-02-23,Away,2018,121.6,59.0,124.0,100.0,102.0
11604,201802240PHI,PHI,1562.9912337456371,2018-02-24,Home,2018,109.5,57.0,105.0,121.0,116.0
11605,201802240PHI,ORL,1368.5470730144714,2018-02-24,Away,2018,121.0,59.0,116.0,109.5,105.0
11606,201802240MIA,MIA,1498.320462478472,2018-02-24,Home,2018,93.7,60.0,89.0,121.1,115.0
11607,201802240MIA,MEM,1371.1844147768506,2018-02-24,Away,2018,121.1,58.0,115.0,93.7,89.0
11608,201802240NYK,NYK,1415.3063990844626,2018-02-24,Home,2018,117.9,61.0,121.0,109.1,112.0
11609,201802240NYK,BOS,1558.3902269429284,2018-02-24,Away,2018,109.1,61.0,112.0,117.9,121.0
11610,201802240GSW,GSW,1659.4277612987219,2018-02-24,Home,2018,84.6,60.0,80.0,118.5,112.0
11611,201802240GSW,OKC,1565.1425452546043,2018-02-24,Away,2018,118.5,61.0,112.0,84.6,80.0
11612,201802240MIN,MIN,1559.6596884163496,2018-02-24,Home,2018,98.1,63.0,104.0,115.0,122.0
11613,201802240MIN,CHI,1409.9512796835427,2018-02-24,Away,2018,115.0,59.0,122.0,98.1,104.0
11614,201802240PHO,PHO,1298.2538144159057,2018-02-24,Home,2018,103.6,61.0,106.0,101.7,104.0
11615,201802240PHO,POR,1566.0905977677464,2018-02-24,Away,2018,101.7,60.0,104.0,103.6,106.0
11616,201802240UTA,UTA,1592.0161387963024,2018-02-24,Home,2018,93.2,60.0,90.0,100.4,97.0
11617,201802240UTA,DAL,1413.0638162249654,2018-02-24,Away,2018,100.4,60.0,97.0,93.2,90.0
11618,201802240SAC,SAC,1348.5913802899966,2018-02-24,Home,2018,121.1,59.0,113.0,115.8,108.0
11619,201802240SAC,LAL,1457.0668454633487,2018-02-24,Away,2018,115.8,59.0,108.0,121.1,113.0
11620,201802250CHO,CHA,1512.4526421946873,2018-02-25,Home,2018,97.9,60.0,98.0,113.9,114.0
11621,201802250CHO,DET,1445.21007959475,2018-02-25,Away,2018,113.9,59.0,114.0,97.9,98.0
11622,201802250MIL,MIL,1537.0220020292631,2018-02-25,Home,2018,110.1,59.0,123.0,108.3,121.0
11623,201802250MIL,NOP,1530.9794365565203,2018-02-25,Away,2018,108.3,59.0,121.0,110.1,123.0
11624,201802250CLE,CLE,1542.5998634278303,2018-02-25,Home,2018,114.6,59.0,110.0,97.9,94.0
11625,201802250CLE,SAS,1547.7535493777516,2018-02-25,Away,2018,97.9,61.0,94.0,114.6,110.0
11626,201802250DEN,DEN,1559.9798975135104,2018-02-25,Home,2018,122.3,60.0,119.0,117.2,114.0
11627,201802250DEN,HOU,1717.0978031421062,2018-02-25,Away,2018,117.2,59.0,114.0,122.3,119.0
11628,201802250WAS,WAS,1538.747300336324,2018-02-25,Home,2018,100.4,60.0,94.0,116.4,109.0
11629,201802250WAS,PHI,1566.0644911329953,2018-02-25,Away,2018,116.4,58.0,109.0,100.4,94.0
11630,201802260ATL,ATL,1378.901609374885,2018-02-26,Home,2018,111.1,61.0,123.0,93.9,104.0
11631,201802260ATL,LAL,1463.2354438755733,2018-02-26,Away,2018,93.9,60.0,104.0,111.1,123.0
11632,201802260BOS,BOS,1565.849288806062,2018-02-26,Home,2018,103.5,62.0,98.0,115.1,109.0
11633,201802260BOS,MEM,1363.2836138253222,2018-02-26,Away,2018,115.1,59.0,109.0,103.5,98.0
11634,201802260BRK,BRK,1350.2374779429913,2018-02-26,Home,2018,87.7,61.0,87.0,104.8,104.0
11635,201802260BRK,CHI,1404.5328070896294,2018-02-26,Away,2018,104.8,60.0,104.0,87.7,87.0
11636,201802260NYK,NYK,1407.8473372213289,2018-02-26,Home,2018,125.1,62.0,125.0,111.1,111.0
11637,201802260NYK,GSW,1670.2947623877585,2018-02-26,Away,2018,111.1,61.0,111.0,125.1,125.0
11638,201802260TOR,TOR,1679.5849939122506,2018-02-26,Home,2018,93.9,59.0,94.0,122.8,123.0
11639,201802260TOR,DET,1437.5887812233016,2018-02-26,Away,2018,122.8,60.0,123.0,93.9,94.0
11640,201802260NOP,NOP,1537.1696493294812,2018-02-26,Home,2018,106.1,60.0,116.0,114.4,125.0
11641,201802260NOP,PHO,1296.1324842626052,2018-02-26,Away,2018,114.4,62.0,125.0,106.1,116.0
11642,201802260OKC,OKC,1554.2755441655677,2018-02-26,Home,2018,105.6,62.0,105.0,112.7,112.0
11643,201802260OKC,ORL,1365.4738156271133,2018-02-26,Away,2018,112.7,60.0,112.0,105.6,105.0
11644,201802260DAL,DAL,1410.5074362934408,2018-02-26,Home,2018,105.0,61.0,103.0,111.1,109.0
11645,201802260DAL,IND,1546.5604154479988,2018-02-26,Away,2018,111.1,60.0,109.0,105.0,103.0
11646,201802260UTA,UTA,1594.572518727827,2018-02-26,Home,2018,102.5,61.0,96.0,90.7,85.0
11647,201802260UTA,HOU,1722.1912195726065,2018-02-26,Away,2018,90.7,60.0,85.0,102.5,96.0
11648,201802260SAC,SAC,1342.422781877772,2018-02-26,Home,2018,126.5,60.0,118.0,107.2,100.0
11649,201802260SAC,MIN,1565.0781610102629,2018-02-26,Away,2018,107.2,64.0,100.0,126.5,118.0
11650,201802270CHO,CHA,1520.0739405661357,2018-02-27,Home,2018,105.5,61.0,103.0,120.9,118.0
11651,201802270CHO,CHI,1390.875483438907,2018-02-27,Away,2018,120.9,61.0,118.0,105.5,103.0
11652,201802270CLE,CLE,1525.1704076857882,2018-02-27,Home,2018,118.8,60.0,123.0,124.6,129.0
11653,201802270CLE,BRK,1363.8948015937137,2018-02-27,Away,2018,124.6,62.0,129.0,118.8,123.0
11654,201802270MIA,MIA,1506.2212634300006,2018-02-27,Home,2018,102.1,61.0,101.0,103.1,102.0
11655,201802270MIA,PHI,1554.8335491962866,2018-02-27,Away,2018,103.1,59.0,102.0,102.1,101.0
11656,201802270MIL,MIL,1530.8317892563023,2018-02-27,Home,2018,111.5,60.0,107.0,108.3,104.0
11657,201802270MIL,WAS,1549.9782422730327,2018-02-27,Away,2018,108.3,61.0,104.0,111.5,107.0
11658,201802270POR,POR,1568.211927921047,2018-02-27,Home,2018,101.1,61.0,99.0,118.5,116.0
11659,201802270POR,SAC,1334.13968325914,2018-02-27,Away,2018,118.5,61.0,116.0,101.1,99.0
11660,201802270DEN,DEN,1554.88648108301,2018-02-27,Home,2018,115.2,61.0,122.0,113.3,120.0
11661,201802270DEN,LAC,1571.4083139948252,2018-02-27,Away,2018,113.3,59.0,120.0,115.2,122.0
11662,201802280DET,DET,1433.028704492333,2018-02-28,Home,2018,97.5,61.0,87.0,123.3,110.0
11663,201802280DET,MIL,1524.1875353644411,2018-02-28,Away,2018,123.3,61.0,110.0,97.5,87.0
11664,201802280ORL,ORL,1363.0516910494296,2018-02-28,Home,2018,121.1,61.0,117.0,107.6,104.0
11665,201802280ORL,TOR,1684.1450706432192,2018-02-28,Away,2018,107.6,60.0,104.0,121.1,117.0
11666,201802280ATL,ATL,1363.7660181490107,2018-02-28,Home,2018,96.9,62.0,102.0,101.7,107.0
11667,201802280ATL,IND,1536.7888823519033,2018-02-28,Away,2018,101.7,61.0,107.0,96.9,102.0
11668,201802280BOS,BOS,1568.7874169858776,2018-02-28,Home,2018,108.3,63.0,106.0,137.0,134.0
11669,201802280BOS,CHA,1525.4109453878998,2018-02-28,Away,2018,137.0,62.0,134.0,108.3,106.0
11670,201802280MEM,MEM,1360.3454856455066,2018-02-28,Home,2018,104.2,60.0,110.0,96.6,102.0
11671,201802280MEM,PHO,1294.0404565216068,2018-02-28,Away,2018,96.6,63.0,102.0,104.2,110.0
11672,201802280WAS,WAS,1556.6224961648938,2018-02-28,Home,2018,115.4,62.0,109.0,106.9,101.0
11673,201802280WAS,GSW,1676.091413903959,2018-02-28,Away,2018,106.9,62.0,101.0,115.4,109.0
11674,201802280DAL,DAL,1420.2789693895363,2018-02-28,Home,2018,108.5,62.0,111.0,107.5,110.0
11675,201802280DAL,OKC,1556.6976687432514,2018-02-28,Away,2018,107.5,63.0,110.0,108.5,111.0
11676,201802280SAS,SAS,1565.1830051197937,2018-02-28,Home,2018,119.3,62.0,121.0,114.4,116.0
11677,201802280SAS,NOP,1539.2616770704797,2018-02-28,Away,2018,114.4,61.0,116.0,119.3,121.0
11678,201802280LAC,LAC,1577.1971490102112,2018-02-28,Home,2018,110.4,60.0,105.0,96.7,92.0
11679,201802280LAC,HOU,1731.1617994194141,2018-02-28,Away,2018,96.7,61.0,92.0,110.4,105.0
11680,201803010MIA,MIA,1509.9042596323395,2018-03-01,Home,2018,136.7,62.0,131.0,117.9,113.0
11681,201803010MIA,LAL,1478.3710351014477,2018-03-01,Away,2018,117.9,61.0,113.0,136.7,131.0
11682,201803010CLE,CLE,1527.7563078301853,2018-03-01,Home,2018,114.4,61.0,108.0,102.8,97.0
11683,201803010CLE,PHI,1551.1505529939477,2018-03-01,Away,2018,102.8,60.0,97.0,114.4,108.0
11684,201803010SAC,SAC,1330.8646116657483,2018-03-01,Home,2018,106.2,62.0,111.0,111.0,116.0
11685,201803010SAC,BRK,1361.3089014493166,2018-03-01,Away,2018,111.0,63.0,116.0,106.2,111.0
11686,201803010POR,POR,1571.4869995144386,2018-03-01,Home,2018,99.7,62.0,99.0,108.8,108.0
11687,201803010POR,MIN,1573.361259628895,2018-03-01,Away,2018,108.8,65.0,108.0,99.7,99.0
11688,201803020ORL,ORL,1358.9373205774143,2018-03-02,Home,2018,104.7,62.0,106.0,113.6,115.0
11689,201803020ORL,DET,1452.471144974193,2018-03-02,Away,2018,113.6,62.0,115.0,104.7,106.0
11690,201803020PHI,PHI,1564.0667006287538,2018-03-02,Home,2018,104.0,61.0,99.0,115.5,110.0
11691,201803020PHI,CHA,1512.7686328442583,2018-03-02,Away,2018,115.5,63.0,110.0,104.0,99.0
11692,201803020ATL,ATL,1373.8049876554055,2018-03-02,Home,2018,107.5,63.0,114.0,102.7,109.0
11693,201803020ATL,GSW,1683.7248248276421,2018-03-02,Away,2018,102.7,63.0,109.0,107.5,114.0
11694,201803020CHI,CHI,1385.5384786171428,2018-03-02,Home,2018,104.0,62.0,100.0,112.3,108.0
11695,201803020CHI,DAL,1417.0981476465647,2018-03-02,Away,2018,112.3,63.0,108.0,104.0,100.0
11696,201803020MEM,MEM,1346.6681401989408,2018-03-02,Home,2018,110.3,61.0,108.0,104.2,102.0
11697,201803020MEM,DEN,1549.097646067624,2018-03-02,Away,2018,104.2,62.0,102.0,110.3,108.0
11698,201803020MIL,MIL,1504.745094882581,2018-03-02,Home,2018,110.0,62.0,103.0,102.5,96.0
11699,201803020MIL,IND,1526.7499128455086,2018-03-02,Away,2018,102.5,62.0,96.0,110.0,103.0
11700,201803020WAS,WAS,1548.9890852412107,2018-03-02,Home,2018,115.7,63.0,102.0,107.7,95.0
11701,201803020WAS,TOR,1688.2594411152345,2018-03-02,Away,2018,107.7,61.0,95.0,115.7,102.0
11702,201803020PHO,PHO,1307.7178019681726,2018-03-02,Home,2018,123.3,64.0,124.0,115.3,116.0
11703,201803020PHO,OKC,1559.878490486223,2018-03-02,Away,2018,115.3,64.0,116.0,123.3,124.0
11704,201803020LAC,LAC,1568.2133093747352,2018-03-02,Home,2018,107.5,61.0,105.0,131.1,128.0
11705,201803020LAC,NYK,1402.0506857051284,2018-03-02,Away,2018,131.1,63.0,128.0,107.5,105.0
11706,201803020UTA,UTA,1585.6019388810194,2018-03-02,Home,2018,111.4,62.0,108.0,119.7,116.0
11707,201803020UTA,MIN,1566.0863528691914,2018-03-02,Away,2018,119.7,66.0,116.0,111.4,108.0
11708,201803030ORL,ORL,1369.504859590696,2018-03-03,Home,2018,104.3,63.0,100.0,111.6,107.0
11709,201803030ORL,MEM,1342.0599162389506,2018-03-03,Away,2018,111.6,62.0,107.0,104.3,100.0
11710,201803030CLE,CLE,1514.8401601953792,2018-03-03,Home,2018,135.4,62.0,126.0,125.7,117.0
11711,201803030CLE,DEN,1553.7058700276143,2018-03-03,Away,2018,125.7,63.0,117.0,135.4,126.0
11712,201803030MIA,MIA,1488.946989764455,2018-03-03,Home,2018,103.8,63.0,96.0,113.5,105.0
11713,201803030MIA,DET,1441.9036059609114,2018-03-03,Away,2018,113.5,63.0,105.0,103.8,96.0
11714,201803030HOU,HOU,1740.1456390548901,2018-03-03,Home,2018,122.9,62.0,120.0,126.0,123.0
11715,201803030HOU,BOS,1581.4297295295191,2018-03-03,Away,2018,126.0,64.0,123.0,122.9,120.0
11716,201803030SAS,SAS,1555.6470400584774,2018-03-03,Home,2018,108.5,63.0,116.0,104.8,112.0
11717,201803030SAS,LAL,1499.328304969332,2018-03-03,Away,2018,104.8,62.0,112.0,108.5,116.0
11718,201803030POR,POR,1578.7619062741421,2018-03-03,Home,2018,102.3,63.0,100.0,110.4,108.0
11719,201803030POR,OKC,1564.1782945703421,2018-03-03,Away,2018,110.4,65.0,108.0,102.3,100.0
11720,201803030SAC,SAC,1336.812922025261,2018-03-03,Home,2018,102.5,63.0,98.0,95.2,91.0
11721,201803030SAC,UTA,1591.76694750546,2018-03-03,Away,2018,95.2,63.0,91.0,102.5,98.0
11722,201803040ATL,ATL,1371.3019530642007,2018-03-04,Home,2018,106.5,64.0,112.0,107.4,113.0
11723,201803040ATL,PHO,1303.4179978840534,2018-03-04,Away,2018,107.4,65.0,113.0,106.5,112.0
11724,201803040TOR,TOR,1694.8053019864196,2018-03-04,Home,2018,99.7,62.0,98.0,104.8,103.0
11725,201803040TOR,CHA,1506.3222690666419,2018-03-04,Away,2018,104.8,64.0,103.0,99.7,98.0
11726,201803040WAS,WAS,1542.4432243700255,2018-03-04,Home,2018,107.0,64.0,98.0,103.7,95.0
11727,201803040WAS,IND,1536.6605044792122,2018-03-04,Away,2018,103.7,63.0,95.0,107.0,98.0
11728,201803040DAL,DAL,1409.387876071703,2018-03-04,Home,2018,122.9,64.0,126.0,106.3,109.0
11729,201803040DAL,NOP,1548.797642131796,2018-03-04,Away,2018,106.3,62.0,109.0,122.9,126.0
11730,201803040MIL,MIL,1494.8345032488774,2018-03-04,Home,2018,112.9,63.0,110.0,121.1,118.0
11731,201803040MIL,PHI,1570.5130644063702,2018-03-04,Away,2018,121.1,62.0,118.0,112.9,110.0
11732,201803040LAC,LAC,1574.0984632248992,2018-03-04,Home,2018,121.5,62.0,120.0,124.5,123.0
11733,201803040LAC,BRK,1355.3605910898038,2018-03-04,Away,2018,124.5,64.0,123.0,121.5,120.0
11734,201803040SAC,SAC,1332.8817675932387,2018-03-04,Home,2018,107.6,64.0,99.0,110.8,102.0
11735,201803040SAC,NYK,1396.1655318549645,2018-03-04,Away,2018,110.8,64.0,102.0,107.6,99.0
11736,201803050CLE,CLE,1503.9672730541863,2018-03-05,Home,2018,94.0,63.0,90.0,117.0,112.0
11737,201803050CLE,DET,1436.0886370597182,2018-03-05,Away,2018,117.0,64.0,112.0,94.0,90.0
11738,201803050IND,IND,1543.8173928790202,2018-03-05,Home,2018,99.8,64.0,89.0,103.1,92.0
11739,201803050IND,MIL,1504.0452550430643,2018-03-05,Away,2018,103.1,64.0,92.0,99.8,89.0
11740,201803050MIA,MIA,1494.7619586656483,2018-03-05,Home,2018,107.0,64.0,103.0,129.8,125.0
11741,201803050MIA,PHO,1301.2336762441257,2018-03-05,Away,2018,129.8,66.0,125.0,107.0,103.0
11742,201803050CHI,CHI,1393.2487501920045,2018-03-05,Home,2018,111.9,63.0,105.0,94.8,89.0
11743,201803050CHI,BOS,1579.5342848068397,2018-03-05,Away,2018,94.8,65.0,89.0,111.9,105.0
11744,201803050SAS,SAS,1546.3571422984087,2018-03-05,Home,2018,102.0,64.0,98.0,104.1,100.0
11745,201803050SAS,MEM,1336.551515081197,2018-03-05,Away,2018,104.1,63.0,100.0,102.0,98.0
11746,201803050UTA,UTA,1595.6981019374823,2018-03-05,Home,2018,86.2,64.0,80.0,101.2,94.0
11747,201803050UTA,ORL,1375.0132607484495,2018-03-05,Away,2018,101.2,64.0,94.0,86.2,80.0
11748,201803050LAL,LAL,1508.6182027294008,2018-03-05,Home,2018,104.8,63.0,108.0,100.0,103.0
11749,201803050LAL,POR,1585.0665852827935,2018-03-05,Away,2018,100.0,64.0,103.0,104.8,108.0
11750,201803060CHO,CHA,1504.2925810257989,2018-03-06,Home,2018,134.8,65.0,128.0,120.0,114.0
11751,201803060CHO,PHI,1561.3023126121832,2018-03-06,Away,2018,120.0,63.0,114.0,134.8,128.0
11752,201803060TOR,TOR,1696.8349900272626,2018-03-06,Home,2018,95.9,63.0,90.0,112.9,106.0
11753,201803060TOR,ATL,1373.4862747041284,2018-03-06,Away,2018,112.9,65.0,106.0,95.9,90.0
11754,201803060WAS,WAS,1535.2863359702176,2018-03-06,Home,2018,111.7,65.0,113.0,115.6,117.0
11755,201803060WAS,MIA,1499.6737919979194,2018-03-06,Away,2018,115.6,65.0,117.0,111.7,113.0
11756,201803060OKC,OKC,1557.8736155616907,2018-03-06,Home,2018,122.7,66.0,122.0,112.6,112.0
11757,201803060OKC,HOU,1742.0410837775696,2018-03-06,Away,2018,112.6,63.0,112.0,122.7,122.0
11758,201803060DAL,DAL,1397.9972045665509,2018-03-06,Home,2018,102.4,65.0,107.0,112.9,118.0
11759,201803060DAL,DEN,1564.5787571688072,2018-03-06,Away,2018,112.9,64.0,118.0,102.4,107.0
11760,201803060POR,POR,1591.9950176837222,2018-03-06,Home,2018,93.6,65.0,87.0,119.4,111.0
11761,201803060POR,NYK,1390.7623964831714,2018-03-06,Away,2018,119.4,65.0,111.0,93.6,87.0
11762,201803060GSW,GSW,1686.227859418847,2018-03-06,Home,2018,104.0,64.0,101.0,117.4,114.0
11763,201803060GSW,BRK,1353.9976499886666,2018-03-06,Away,2018,117.4,65.0,114.0,104.0,101.0
11764,201803060LAC,LAC,1575.4614043260365,2018-03-06,Home,2018,110.1,63.0,121.0,105.5,116.0
11765,201803060LAC,NOP,1560.1883136369481,2018-03-06,Away,2018,105.5,63.0,116.0,110.1,121.0
11766,201803070IND,IND,1547.2738175771785,2018-03-07,Home,2018,114.9,65.0,104.0,92.8,84.0
11767,201803070IND,UTA,1598.799562641431,2018-03-07,Away,2018,92.8,65.0,84.0,114.9,104.0
11768,201803070CHI,CHI,1384.254712679862,2018-03-07,Home,2018,111.6,64.0,110.0,120.7,119.0
11769,201803070CHI,MEM,1335.3131681657392,2018-03-07,Away,2018,120.7,64.0,119.0,111.6,110.0
11770,201803070DET,DET,1426.625571156658,2018-03-07,Home,2018,114.5,65.0,121.0,112.6,119.0
11771,201803070DET,TOR,1698.7084470787404,2018-03-07,Away,2018,112.6,64.0,119.0,114.5,121.0
11772,201803070MIL,MIL,1500.588830344906,2018-03-07,Home,2018,114.1,65.0,110.0,102.7,99.0
11773,201803070MIL,HOU,1748.7413003781694,2018-03-07,Away,2018,102.7,64.0,99.0,114.1,110.0
11774,201803070SAC,SAC,1338.2849029650317,2018-03-07,Home,2018,121.0,65.0,114.0,107.2,101.0
11775,201803070SAC,NOP,1569.4451195589388,2018-03-07,Away,2018,107.2,64.0,101.0,121.0,114.0
11776,201803070DEN,DEN,1549.1882963479368,2018-03-07,Home,2018,115.7,65.0,113.0,110.5,108.0
11777,201803070DEN,CLE,1513.4303389572465,2018-03-07,Away,2018,110.5,64.0,108.0,115.7,113.0
11778,201803070LAL,LAL,1501.6897703284722,2018-03-07,Home,2018,108.4,64.0,107.0,109.4,108.0
