,GAMEID,TEAM,ELO,DATE,WHERE_PLAYED,SEASON,D_RTG,GAME_NO,OPP_SCORE,O_RTG,SCORE
11284,201801260PHO,PHO,1370.0678832391409,2018-01-26,Home,2018,109.3,49.0,107.0,86.8,85.0
11285,201801260PHO,NYK,1429.7301492975873,2018-01-26,Away,2018,86.8,50.0,85.0,109.3,107.0
11286,201801270DET,DET,1461.0281556781242,2018-01-27,Home,2018,126.9,47.0,121.0,113.3,108.0
11287,201801270DET,OKC,1591.4825612255743,2018-01-27,Away,2018,113.3,49.0,108.0,126.9,121.0
11288,201801270IND,IND,1520.909705898089,2018-01-27,Home,2018,121.0,50.0,112.0,123.2,114.0
11289,201801270IND,ORL,1357.5448341412196,2018-01-27,Away,2018,123.2,48.0,114.0,121.0,112.0
11290,201801270ATL,ATL,1398.1761317768144,2018-01-27,Home,2018,137.7,49.0,129.0,111.0,104.0
11291,201801270ATL,WAS,1499.8180365845467,2018-01-27,Away,2018,111.0,49.0,104.0,137.7,129.0
11292,201801270MIA,MIA,1516.5096589251646,2018-01-27,Home,2018,99.3,49.0,91.0,103.6,95.0
11293,201801270MIA,CHA,1499.3887335041336,2018-01-27,Away,2018,103.6,48.0,95.0,99.3,91.0
11294,201801270GSW,GSW,1719.7506281766975,2018-01-27,Home,2018,110.5,50.0,105.0,114.8,109.0
11295,201801270GSW,BOS,1586.9096952868429,2018-01-27,Away,2018,114.8,50.0,109.0,110.5,105.0
11296,201801270DEN,DEN,1511.2115379380107,2018-01-27,Home,2018,97.3,49.0,89.0,99.5,91.0
11297,201801270DEN,DAL,1454.032533360295,2018-01-27,Away,2018,99.5,50.0,91.0,97.3,89.0
11298,201801270MIN,MIN,1577.500098761032,2018-01-27,Home,2018,105.8,52.0,97.0,121.1,111.0
11299,201801270MIN,BRK,1404.5438343900698,2018-01-27,Away,2018,121.1,50.0,111.0,105.8,97.0
11300,201801280CHI,CHI,1454.4579943903416,2018-01-28,Home,2018,115.2,50.0,110.0,100.5,96.0
11301,201801280CHI,MIL,1497.2386182040414,2018-01-28,Away,2018,100.5,48.0,96.0,115.2,110.0
11302,201801280HOU,HOU,1648.2017108657446,2018-01-28,Home,2018,103.2,48.0,102.0,114.4,113.0
11303,201801280HOU,PHO,1351.8043347216603,2018-01-28,Away,2018,114.4,50.0,113.0,103.2,102.0
11304,201801280NOP,NOP,1546.443931856717,2018-01-28,Home,2018,108.9,49.0,112.0,100.1,103.0
11305,201801280NOP,LAC,1539.0135599910634,2018-01-28,Away,2018,100.1,49.0,103.0,108.9,112.0
11306,201801280CLE,CLE,1514.6438963475466,2018-01-28,Home,2018,105.8,48.0,104.0,123.1,121.0
11307,201801280CLE,DET,1451.1562732260588,2018-01-28,Away,2018,123.1,48.0,121.0,105.8,104.0
11308,201801280OKC,OKC,1601.3544436776397,2018-01-28,Home,2018,121.8,50.0,112.0,132.7,122.0
11309,201801280OKC,PHI,1549.5767230997128,2018-01-28,Away,2018,132.7,46.0,122.0,121.8,112.0
11310,201801280TOR,TOR,1642.4596012951247,2018-01-28,Home,2018,107.1,48.0,111.0,118.7,123.0
11311,201801280TOR,LAL,1436.249836066141,2018-01-28,Away,2018,118.7,49.0,123.0,107.1,111.0
11312,201801280SAS,SAS,1570.4578323186433,2018-01-28,Home,2018,110.6,52.0,98.0,127.5,113.0
11313,201801280SAS,SAC,1338.3769001303035,2018-01-28,Away,2018,127.5,49.0,113.0,110.6,98.0
11314,201801290IND,IND,1522.5074578000979,2018-01-29,Home,2018,102.8,51.0,96.0,112.4,105.0
11315,201801290IND,CHA,1495.0473214225776,2018-01-29,Away,2018,112.4,49.0,105.0,102.8,96.0
11316,201801290ATL,ATL,1380.9378517698185,2018-01-29,Home,2018,103.9,50.0,100.0,109.1,105.0
11317,201801290ATL,MIN,1581.5380389821714,2018-01-29,Away,2018,109.1,53.0,105.0,103.9,100.0
11318,201801290MEM,MEM,1419.5635060310444,2018-01-29,Home,2018,111.9,49.0,109.0,123.2,120.0
11319,201801290MEM,PHO,1350.0850197097768,2018-01-29,Away,2018,123.2,51.0,120.0,111.9,109.0
11320,201801290MIL,MIL,1511.424745900315,2018-01-29,Home,2018,103.8,49.0,95.0,116.9,107.0
11321,201801290MIL,PHI,1543.515323187617,2018-01-29,Away,2018,116.9,47.0,107.0,103.8,95.0
11322,201801290DAL,DAL,1451.2823891555129,2018-01-29,Home,2018,108.1,51.0,95.0,100.2,88.0
11323,201801290DAL,MIA,1520.8510710067205,2018-01-29,Away,2018,100.2,50.0,88.0,108.1,95.0
11324,201801290DEN,DEN,1513.9616821427928,2018-01-29,Home,2018,120.0,50.0,111.0,118.9,110.0
11325,201801290DEN,BOS,1584.4499986434457,2018-01-29,Away,2018,118.9,51.0,110.0,120.0,111.0
11326,201801300WAS,WAS,1517.0563165915426,2018-01-30,Home,2018,95.0,50.0,96.0,101.0,102.0
11327,201801300WAS,OKC,1607.4158435897355,2018-01-30,Away,2018,101.0,51.0,102.0,95.0,96.0
11328,201801300NYK,NYK,1447.993697815068,2018-01-30,Home,2018,97.7,51.0,95.0,114.1,111.0
11329,201801300NYK,BRK,1400.5058941689304,2018-01-30,Away,2018,114.1,51.0,111.0,97.7,95.0
11330,201801300TOR,TOR,1645.5021872936575,2018-01-30,Home,2018,115.5,49.0,104.0,121.0,109.0
11331,201801300TOR,MIN,1570.617336683469,2018-01-30,Away,2018,121.0,54.0,109.0,115.5,104.0
11332,201801300DET,DET,1443.0695036561144,2018-01-30,Home,2018,108.8,49.0,114.0,119.3,125.0
11333,201801300DET,CLE,1522.730665917491,2018-01-30,Away,2018,119.3,49.0,125.0,108.8,114.0
11334,201801300HOU,HOU,1649.9210258776282,2018-01-30,Home,2018,119.0,49.0,107.0,126.8,114.0
11335,201801300HOU,ORL,1355.9470822392107,2018-01-30,Away,2018,126.8,49.0,114.0,119.0,107.0
11336,201801300NOP,NOP,1533.9236537165896,2018-01-30,Home,2018,114.4,50.0,114.0,103.4,103.0
11337,201801300NOP,SAC,1335.332427018232,2018-01-30,Away,2018,103.4,50.0,103.0,114.4,114.0
11338,201801300SAS,SAS,1573.5023054307148,2018-01-30,Home,2018,111.4,53.0,104.0,113.6,106.0
11339,201801300SAS,DEN,1509.8989342626642,2018-01-30,Away,2018,113.6,51.0,106.0,111.4,104.0
11340,201801300UTA,UTA,1500.193592493614,2018-01-30,Home,2018,99.2,50.0,99.0,129.3,129.0
11341,201801300UTA,GSW,1722.2103248200947,2018-01-30,Away,2018,129.3,51.0,129.0,99.2,99.0
11342,201801300LAC,LAC,1551.5338381311908,2018-01-30,Home,2018,105.4,50.0,104.0,97.3,96.0
11343,201801300LAC,POR,1547.0571812266198,2018-01-30,Away,2018,97.3,50.0,96.0,105.4,104.0
11344,201801310IND,IND,1528.8804020237285,2018-01-31,Home,2018,113.6,52.0,101.0,118.1,105.0
11345,201801310IND,MEM,1425.4681194484926,2018-01-31,Away,2018,118.1,50.0,105.0,113.6,101.0
11346,201801310ORL,ORL,1354.6147765108713,2018-01-31,Home,2018,104.5,50.0,105.0,126.4,127.0
11347,201801310ORL,LAL,1433.2072500676081,2018-01-31,Away,2018,126.4,50.0,127.0,104.5,105.0
11348,201801310ATL,ATL,1391.858554068521,2018-01-31,Home,2018,135.2,51.0,123.0,120.9,110.0
11349,201801310ATL,CHA,1488.674377198947,2018-01-31,Away,2018,120.9,50.0,110.0,135.2,123.0
11350,201801310BRK,BRK,1392.125016441927,2018-01-31,Home,2018,120.3,52.0,108.0,129.2,116.0
11351,201801310BRK,PHI,1533.6116739761037,2018-01-31,Away,2018,129.2,48.0,116.0,120.3,108.0
11352,201801310CLE,CLE,1511.3872933885057,2018-01-31,Home,2018,85.2,50.0,89.0,87.1,91.0
11353,201801310CLE,MIA,1529.3341085048005,2018-01-31,Away,2018,87.1,51.0,91.0,85.2,89.0
11354,201801310BOS,BOS,1588.5127465235744,2018-01-31,Home,2018,75.7,52.0,73.0,106.8,103.0
11355,201801310BOS,NYK,1456.3745755420712,2018-01-31,Away,2018,106.8,52.0,103.0,75.7,73.0
11356,201801310POR,POR,1558.63626104855,2018-01-31,Home,2018,107.7,51.0,108.0,123.6,124.0
11357,201801310POR,CHI,1440.271866694068,2018-01-31,Away,2018,123.6,51.0,124.0,107.7,108.0
11358,201801310PHO,PHO,1344.1804062923286,2018-01-31,Home,2018,92.2,52.0,88.0,106.8,102.0
11359,201801310PHO,DAL,1442.799351657433,2018-01-31,Away,2018,106.8,52.0,102.0,92.2,88.0
11360,201802010DET,DET,1454.4128761850998,2018-02-01,Home,2018,106.5,50.0,102.0,108.6,104.0
11361,201802010DET,MEM,1422.6047195432652,2018-02-01,Away,2018,108.6,51.0,104.0,106.5,102.0
11362,201802010WAS,WAS,1525.3522252269438,2018-02-01,Home,2018,119.6,51.0,119.0,122.6,122.0
11363,201802010WAS,TOR,1649.1771424801657,2018-02-01,Away,2018,122.6,50.0,122.0,119.6,119.0
11364,201802010MIN,MIN,1566.9423814969607,2018-02-01,Home,2018,95.1,55.0,89.0,115.4,108.0
11365,201802010MIN,MIL,1521.3283951118285,2018-02-01,Away,2018,115.4,50.0,108.0,95.1,89.0
11366,201802010SAS,SAS,1576.168447897001,2018-02-01,Home,2018,110.1,54.0,102.0,98.3,91.0
11367,201802010SAS,HOU,1651.2533316059676,2018-02-01,Away,2018,98.3,50.0,91.0,110.1,102.0
11368,201802010DEN,DEN,1507.232791796378,2018-02-01,Home,2018,121.1,52.0,124.0,124.0,127.0
11369,201802010DEN,OKC,1599.1199349543342,2018-02-01,Away,2018,124.0,52.0,127.0,121.1,124.0
11370,201802020CHO,CHA,1499.8887509949843,2018-02-02,Home,2018,126.4,51.0,126.0,133.4,133.0
11371,201802020CHO,IND,1531.743801928956,2018-02-02,Away,2018,133.4,53.0,133.0,126.4,126.0
11372,201802020BOS,BOS,1597.0479401685577,2018-02-02,Home,2018,109.9,53.0,110.0,118.9,119.0
11373,201802020BOS,ATL,1380.6441802724837,2018-02-02,Away,2018,118.9,52.0,119.0,109.9,110.0
11374,201802020BRK,BRK,1403.8116585584983,2018-02-02,Home,2018,106.5,53.0,102.0,103.3,99.0
11375,201802020BRK,LAL,1415.2429605293405,2018-02-02,Away,2018,103.3,51.0,99.0,106.5,102.0
11376,201802020TOR,TOR,1642.405008237023,2018-02-02,Home,2018,113.8,51.0,105.0,140.8,130.0
11377,201802020TOR,POR,1564.5317983820833,2018-02-02,Away,2018,140.8,52.0,130.0,113.8,105.0
11378,201802020MIL,MIL,1511.8205478753391,2018-02-02,Home,2018,96.5,51.0,90.0,98.7,92.0
11379,201802020MIL,NYK,1447.8393818970878,2018-02-02,Away,2018,98.7,53.0,92.0,96.5,90.0
11380,201802020PHI,PHI,1521.9250318595325,2018-02-02,Home,2018,107.9,49.0,97.0,114.6,103.0
11381,201802020PHI,MIA,1525.4611958265227,2018-02-02,Away,2018,114.6,52.0,103.0,107.9,97.0
11382,201802020OKC,OKC,1593.0877066100481,2018-02-02,Home,2018,109.8,53.0,114.0,96.3,100.0
11383,201802020OKC,NOP,1511.8794859394695,2018-02-02,Away,2018,96.3,51.0,100.0,109.8,114.0
11384,201802020PHO,PHO,1358.4097111391038,2018-02-02,Home,2018,131.1,53.0,129.0,98.6,97.0
11385,201802020PHO,UTA,1536.2904957147978,2018-02-02,Away,2018,98.6,51.0,97.0,131.1,129.0
11386,201802020SAC,SAC,1357.376594795352,2018-02-02,Home,2018,114.6,51.0,119.0,100.2,104.0
11387,201802020SAC,GSW,1686.113421598911,2018-02-02,Away,2018,100.2,52.0,104.0,114.6,119.0
11388,201802030LAC,LAC,1539.9547583092606,2018-02-03,Home,2018,102.0,51.0,103.0,111.8,113.0
11389,201802030LAC,CHI,1434.3763293605348,2018-02-03,Away,2018,111.8,52.0,113.0,102.0,103.0
11390,201802030DET,DET,1457.51337661993,2018-02-03,Home,2018,112.5,51.0,107.0,116.8,111.0
11391,201802030DET,MIA,1519.6394272937348,2018-02-03,Away,2018,116.8,53.0,111.0,112.5,107.0
11392,201802030IND,IND,1524.590715205911,2018-02-03,Home,2018,95.6,54.0,92.0,103.9,100.0
11393,201802030IND,PHI,1527.7468003923204,2018-02-03,Away,2018,103.9,50.0,100.0,95.6,92.0
11394,201802030ORL,ORL,1372.5790660491389,2018-02-03,Home,2018,123.9,51.0,115.0,105.6,98.0
11395,201802030ORL,WAS,1532.1243594700866,2018-02-03,Away,2018,105.6,52.0,98.0,123.9,115.0
11396,201802030CLE,CLE,1515.2602060667834,2018-02-03,Home,2018,120.1,51.0,120.0,88.1,88.0
11397,201802030CLE,HOU,1662.146065027541,2018-02-03,Away,2018,88.1,51.0,88.0,120.1,120.0
11398,201802030DEN,DEN,1513.265020140664,2018-02-03,Home,2018,110.7,53.0,108.0,117.9,115.0
11399,201802030DEN,GSW,1690.458243929591,2018-02-03,Away,2018,117.9,53.0,115.0,110.7,108.0
11400,201802030MIN,MIN,1576.45022873345,2018-02-03,Home,2018,106.7,56.0,107.0,117.7,118.0
11401,201802030MIN,NOP,1531.9755002646302,2018-02-03,Away,2018,117.7,52.0,118.0,106.7,107.0
11402,201802030SAS,SAS,1565.2757144754275,2018-02-03,Home,2018,124.7,55.0,120.0,115.4,111.0
11403,201802030SAS,UTA,1551.4933607808857,2018-02-03,Away,2018,115.4,52.0,111.0,124.7,120.0
11404,201802030SAC,SAC,1353.0317724646718,2018-02-03,Home,2018,116.8,52.0,106.0,109.1,99.0
11405,201802030SAC,DAL,1428.5700468106577,2018-02-03,Away,2018,109.1,53.0,99.0,116.8,106.0
11406,201802040BOS,BOS,1599.4522282531664,2018-02-04,Home,2018,103.6,54.0,96.0,104.6,97.0
11407,201802040BOS,POR,1554.6664639258724,2018-02-04,Away,2018,104.6,53.0,97.0,103.6,96.0
11408,201802040BRK,BRK,1397.0095586253315,2018-02-04,Home,2018,121.3,54.0,109.0,104.6,94.0
11409,201802040BRK,MIL,1514.4818096928677,2018-02-04,Away,2018,104.6,52.0,94.0,121.3,109.0
11410,201802040NYK,NYK,1445.1781200795592,2018-02-04,Home,2018,104.1,54.0,99.0,100.9,96.0
11411,201802040NYK,ATL,1378.239892187875,2018-02-04,Away,2018,100.9,53.0,96.0,104.1,99.0
11412,201802040TOR,TOR,1652.2703426932337,2018-02-04,Home,2018,91.7,52.0,86.0,107.7,101.0
11413,201802040TOR,MEM,1419.5042191084349,2018-02-04,Away,2018,107.7,52.0,101.0,91.7,86.0
11414,201802040OKC,OKC,1572.9916922848874,2018-02-04,Home,2018,106.0,54.0,108.0,102.0,104.0
11415,201802040OKC,LAL,1422.0450604625073,2018-02-04,Away,2018,102.0,52.0,104.0,106.0,108.0
11416,201802040PHO,PHO,1343.2068460730159,2018-02-04,Home,2018,115.7,54.0,115.0,110.7,110.0
11417,201802040PHO,CHA,1507.0418377180292,2018-02-04,Away,2018,110.7,52.0,110.0,115.7,115.0
11418,201802050DET,DET,1463.5976810019426,2018-02-05,Home,2018,95.2,52.0,91.0,116.2,111.0
11419,201802050DET,POR,1552.225879402972,2018-02-05,Away,2018,116.2,54.0,111.0,95.2,91.0
11420,201802050IND,IND,1531.4148705470127,2018-02-05,Home,2018,115.5,55.0,111.0,106.1,102.0
11421,201802050IND,WAS,1542.6199302351206,2018-02-05,Away,2018,106.1,53.0,102.0,115.5,111.0
11422,201802050MIA,MIA,1513.5551229117223,2018-02-05,Home,2018,112.6,54.0,111.0,110.6,109.0
11423,201802050MIA,ORL,1362.0834952841049,2018-02-05,Away,2018,110.6,52.0,109.0,112.6,111.0
11424,201802050NOP,NOP,1525.3168394214485,2018-02-05,Home,2018,130.9,53.0,133.0,107.3,109.0
11425,201802050NOP,UTA,1564.2430855255197,2018-02-05,Away,2018,107.3,53.0,109.0,130.9,133.0
11426,201802050DEN,DEN,1525.4238386501654,2018-02-05,Home,2018,113.3,54.0,104.0,131.8,121.0
11427,201802050DEN,CHA,1511.995323177376,2018-02-05,Away,2018,131.8,53.0,121.0,113.3,104.0
11428,201802050SAC,SAC,1344.7228188009337,2018-02-05,Home,2018,105.1,53.0,98.0,111.5,104.0
11429,201802050SAC,CHI,1429.7293637117286,2018-02-05,Away,2018,111.5,53.0,104.0,105.1,98.0
11430,201802050LAC,LAC,1544.6017239580667,2018-02-05,Home,2018,102.3,52.0,101.0,105.3,104.0
11431,201802050LAC,DAL,1436.8790004743958,2018-02-05,Away,2018,105.3,54.0,104.0,102.3,101.0
11432,201802060ORL,ORL,1370.9071646706204,2018-02-06,Home,2018,101.5,53.0,98.0,120.1,116.0
11433,201802060ORL,CLE,1497.964502321016,2018-02-06,Away,2018,120.1,52.0,116.0,101.5,98.0
11434,201802060ATL,ATL,1386.6750724069625,2018-02-06,Home,2018,85.4,54.0,82.0,112.4,108.0
11435,201802060ATL,MEM,1416.471531527588,2018-02-06,Away,2018,112.4,53.0,108.0,85.4,82.0
11436,201802060BRK,BRK,1385.603337812092,2018-02-06,Home,2018,134.3,55.0,123.0,123.4,113.0
11437,201802060BRK,HOU,1679.4417687733085,2018-02-06,Away,2018,123.4,52.0,113.0,134.3,123.0
11438,201802060NYK,NYK,1436.7429398604718,2018-02-06,Home,2018,104.7,55.0,103.0,90.5,89.0
11439,201802060NYK,MIL,1525.8880305061073,2018-02-06,Away,2018,90.5,53.0,89.0,104.7,103.0
11440,201802060TOR,TOR,1655.3030302740806,2018-02-06,Home,2018,94.5,53.0,91.0,115.3,111.0
11441,201802060TOR,BOS,1601.8928127760666,2018-02-06,Away,2018,115.3,55.0,111.0,94.5,91.0
11442,201802060PHI,PHI,1520.9226450512188,2018-02-06,Home,2018,110.8,51.0,102.0,125.0,115.0
11443,201802060PHI,WAS,1554.4711537654296,2018-02-06,Away,2018,125.0,54.0,115.0,110.8,102.0
11444,201802060GSW,GSW,1678.2994254200896,2018-02-06,Home,2018,119.3,54.0,125.0,100.2,105.0
11445,201802060GSW,OKC,1561.4549145464578,2018-02-06,Away,2018,100.2,55.0,105.0,119.3,125.0
11446,201802060LAL,LAL,1433.581838200937,2018-02-06,Home,2018,96.8,53.0,93.0,116.5,112.0
11447,201802060LAL,PHO,1338.2533606136692,2018-02-06,Away,2018,116.5,55.0,112.0,96.8,93.0
11448,201802070DET,DET,1481.0568889627414,2018-02-07,Home,2018,103.4,53.0,106.0,112.1,115.0
11449,201802070DET,BRK,1381.598321910931,2018-02-07,Away,2018,112.1,56.0,115.0,103.4,106.0
11450,201802070MIA,MIA,1504.7314535252067,2018-02-07,Home,2018,123.2,55.0,109.0,114.1,101.0
11451,201802070MIA,HOU,1683.4467846744694,2018-02-07,Away,2018,114.1,53.0,101.0,123.2,109.0
11452,201802070CLE,CLE,1479.3058124892184,2018-02-07,Home,2018,131.7,53.0,138.0,133.6,140.0
11453,201802070CLE,MIN,1583.1088895766318,2018-02-07,Away,2018,133.6,57.0,140.0,131.7,138.0
11454,201802070MEM,MEM,1399.8505417195524,2018-02-07,Home,2018,100.9,54.0,92.0,96.5,88.0
11455,201802070MEM,UTA,1585.040354239001,2018-02-07,Away,2018,96.5,54.0,88.0,100.9,92.0
11456,201802070PHO,PHO,1330.7972587013217,2018-02-07,Home,2018,126.9,56.0,129.0,79.7,81.0
11457,201802070PHO,SAS,1552.5259897307935,2018-02-07,Away,2018,79.7,56.0,81.0,126.9,129.0
11458,201802080ORL,ORL,1389.565854502418,2018-02-08,Home,2018,100.6,54.0,98.0,102.6,100.0
11459,201802080ORL,ATL,1403.296062214998,2018-02-08,Away,2018,102.6,55.0,100.0,100.6,98.0
11460,201802080TOR,TOR,1664.796221297131,2018-02-08,Home,2018,89.1,54.0,88.0,114.4,113.0
11461,201802080TOR,NYK,1424.6387917795764,2018-02-08,Away,2018,114.4,56.0,113.0,89.1,88.0
11462,201802080WAS,WAS,1543.9789119665934,2018-02-08,Home,2018,103.9,55.0,110.0,98.2,104.0
11463,201802080WAS,BOS,1592.3996217530162,2018-02-08,Away,2018,98.2,56.0,104.0,103.9,110.0
11464,201802080POR,POR,1534.7666714421732,2018-02-08,Home,2018,96.6,55.0,103.0,102.3,109.0
11465,201802080POR,CHA,1501.770850171342,2018-02-08,Away,2018,102.3,54.0,109.0,96.6,103.0
11466,201802080GSW,GSW,1650.5118325965232,2018-02-08,Home,2018,108.6,55.0,103.0,127.6,121.0
11467,201802080GSW,DAL,1434.4028093656216,2018-02-08,Away,2018,127.6,55.0,121.0,108.6,103.0
11468,201802080LAL,LAL,1441.0379401132845,2018-02-08,Home,2018,87.9,54.0,81.0,115.0,106.0
11469,201802080LAL,OKC,1589.2425073700242,2018-02-08,Away,2018,115.0,56.0,106.0,87.9,81.0
11470,201802090DET,DET,1485.5532359833483,2018-02-09,Home,2018,115.9,54.0,108.0,101.9,95.0
11471,201802090DET,LAC,1547.077915066841,2018-02-09,Away,2018,101.9,53.0,95.0,115.9,108.0
11472,201802090PHI,PHI,1531.414886850055,2018-02-09,Home,2018,79.7,52.0,82.0,97.2,100.0
11473,201802090PHI,NOP,1504.5195707079672,2018-02-09,Away,2018,97.2,54.0,100.0,79.7,82.0
11474,201802090ATL,ATL,1399.4928907123099,2018-02-09,Home,2018,126.7,56.0,123.0,110.2,107.0
11475,201802090ATL,CLE,1484.7542101861873,2018-02-09,Away,2018,110.2,54.0,107.0,126.7,123.0
11476,201802090BOS,BOS,1600.77287021086,2018-02-09,Home,2018,106.7,57.0,97.0,100.1,91.0
11477,201802090BOS,IND,1519.5636470167037,2018-02-09,Away,2018,100.1,56.0,91.0,106.7,97.0
11478,201802090HOU,HOU,1689.4479322001282,2018-02-09,Home,2018,105.4,54.0,104.0,131.7,130.0
11479,201802090HOU,DEN,1535.6483116561992,2018-02-09,Away,2018,131.7,55.0,130.0,105.4,104.0
11480,201802090MIA,MIA,1498.730305999548,2018-02-09,Home,2018,88.3,56.0,85.0,94.6,91.0
11481,201802090MIA,MIL,1537.9921785870026,2018-02-09,Away,2018,94.6,54.0,91.0,88.3,85.0
11482,201802090UTA,UTA,1589.1056501173352,2018-02-09,Home,2018,100.3,55.0,94.0,113.1,106.0
11483,201802090UTA,CHA,1496.836237691831,2018-02-09,Away,2018,113.1,55.0,106.0,100.3,94.0
11484,201802090CHI,CHI,1421.5993837035635,2018-02-09,Home,2018,113.3,54.0,113.0,114.3,114.0
11485,201802090CHI,MIN,1577.660491879663,2018-02-09,Away,2018,114.3,58.0,114.0,113.3,113.0
11486,201802090SAC,SAC,1352.8527988090989,2018-02-09,Home,2018,123.0,54.0,118.0,104.2,100.0
11487,201802090SAC,POR,1539.7012839216843,2018-02-09,Away,2018,104.2,56.0,100.0,123.0,118.0
11488,201802100BRK,BRK,1377.101974890324,2018-02-10,Home,2018,115.8,57.0,138.0,107.5,128.0
11489,201802100BRK,NOP,1494.5218326461816,2018-02-10,Away,2018,107.5,55.0,128.0,115.8,138.0
11490,201802100ORL,ORL,1393.3690260051062,2018-02-10,Home,2018,118.5,55.0,111.0,111.0,104.0
11491,201802100ORL,MIL,1531.2113043240458,2018-02-10,Away,2018,111.0,55.0,104.0,118.5,111.0
11492,201802100PHI,PHI,1541.4126249118406,2018-02-10,Home,2018,96.1,53.0,98.0,109.8,112.0
11493,201802100PHI,LAC,1559.7776262115724,2018-02-10,Away,2018,109.8,54.0,112.0,96.1,98.0
11494,201802100CHI,CHI,1427.0599686784142,2018-02-10,Home,2018,109.7,55.0,101.0,97.7,90.0
11495,201802100CHI,WAS,1535.6056635087496,2018-02-10,Away,2018,97.7,56.0,90.0,109.7,101.0
11496,201802100DAL,DAL,1430.6346067164407,2018-02-10,Home,2018,124.4,56.0,123.0,131.5,130.0
11497,201802100DAL,LAL,1466.2769262680297,2018-02-10,Away,2018,131.5,55.0,130.0,124.4,123.0
11498,201802100GSW,GSW,1654.280035245704,2018-02-10,Home,2018,109.3,56.0,105.0,127.0,122.0
11499,201802100GSW,SAS,1569.4428598942932,2018-02-10,Away,2018,127.0,57.0,122.0,109.3,105.0
11500,201802100PHO,PHO,1313.880388537822,2018-02-10,Home,2018,121.6,57.0,123.0,111.7,113.0
11501,201802100PHO,DEN,1528.7848623329864,2018-02-10,Away,2018,111.7,56.0,113.0,121.6,123.0
11502,201802110CHO,CHA,1491.2627237152583,2018-02-11,Home,2018,126.6,56.0,123.0,106.0,103.0
11503,201802110CHO,TOR,1668.937381010383,2018-02-11,Away,2018,106.0,55.0,103.0,126.6,123.0
11504,201802110ATL,ATL,1386.076767739992,2018-02-11,Home,2018,116.0,57.0,115.0,119.1,118.0
11505,201802110ATL,DET,1472.8535248386167,2018-02-11,Away,2018,119.1,55.0,118.0,116.0,115.0
11506,201802110BOS,BOS,1588.6906749501625,2018-02-11,Home,2018,124.9,58.0,121.0,102.2,99.0
11507,201802110BOS,CLE,1498.1703331585052,2018-02-11,Away,2018,102.2,55.0,99.0,124.9,121.0
11508,201802110IND,IND,1531.6458422774012,2018-02-11,Home,2018,113.0,57.0,113.0,121.0,121.0
11509,201802110IND,NYK,1420.4976320663245,2018-02-11,Away,2018,121.0,57.0,121.0,113.0,113.0
11510,201802110HOU,HOU,1696.311381523341,2018-02-11,Home,2018,98.1,55.0,97.0,105.2,104.0
11511,201802110HOU,DAL,1437.901792774532,2018-02-11,Away,2018,105.2,57.0,104.0,98.1,97.0
11512,201802110MIN,MIN,1572.1999069048122,2018-02-11,Home,2018,111.6,59.0,106.0,116.8,111.0
11513,201802110MIN,SAC,1343.1327950335624,2018-02-11,Away,2018,116.8,55.0,111.0,111.6,106.0
11514,201802110OKC,OKC,1564.003521215279,2018-02-11,Home,2018,99.2,57.0,92.0,118.6,110.0
11515,201802110OKC,MEM,1395.7852458412183,2018-02-11,Away,2018,118.6,55.0,110.0,99.2,92.0
11516,201802110POR,POR,1549.4212876972208,2018-02-11,Home,2018,120.9,57.0,115.0,100.9,96.0
11517,201802110POR,UTA,1594.679164093908,2018-02-11,Away,2018,100.9,56.0,96.0,120.9,115.0
11518,201802120DET,DET,1466.9361572477278,2018-02-12,Home,2018,111.6,56.0,118.0,97.4,103.0
11519,201802120DET,NOP,1503.315405623977,2018-02-12,Away,2018,97.4,56.0,103.0,111.6,118.0
11520,201802120PHI,PHI,1551.7402500096216,2018-02-12,Home,2018,95.2,54.0,92.0,111.7,108.0
11521,201802120PHI,NYK,1416.5461151580027,2018-02-12,Away,2018,111.7,58.0,108.0,95.2,92.0
11522,201802120BRK,BRK,1368.3084019125286,2018-02-12,Home,2018,119.9,58.0,114.0,106.2,101.0
11523,201802120BRK,LAC,1549.4500011137914,2018-02-12,Away,2018,106.2,55.0,101.0,119.9,114.0
11524,201802120CHI,CHI,1417.4105193541102,2018-02-12,Home,2018,108.3,56.0,101.0,112.6,105.0
11525,201802120CHI,ORL,1386.7858373078373,2018-02-12,Away,2018,112.6,56.0,105.0,108.3,101.0
11526,201802120UTA,UTA,1611.9749314145872,2018-02-12,Home,2018,103.7,57.0,99.0,105.8,101.0
11527,201802120UTA,SAS,1562.1614196833013,2018-02-12,Away,2018,105.8,58.0,101.0,103.7,99.0
11528,201802120GSW,GSW,1661.561475456696,2018-02-12,Home,2018,81.9,57.0,83.0,127.3,129.0
11529,201802120GSW,PHO,1308.0333114004377,2018-02-12,Away,2018,127.3,58.0,129.0,81.9,83.0
11530,201802130TOR,TOR,1679.8125492284594,2018-02-13,Home,2018,112.9,56.0,112.0,116.0,115.0
11531,201802130TOR,MIA,1505.5111802625047,2018-02-13,Away,2018,116.0,57.0,115.0,112.9,112.0
11532,201802130MIL,MIL,1537.7944930213148,2018-02-13,Home,2018,102.6,56.0,92.0,108.2,97.0
11533,201802130MIL,ATL,1391.994135330881,2018-02-13,Away,2018,108.2,58.0,97.0,102.6,92.0
